start,end,length_steps,duration_minutes
2024-03-21 16:30:00+00:00,2024-03-21 16:30:00+00:00,1,10.0
2024-03-21 16:50:00+00:00,2024-03-22 06:20:00+00:00,82,820.0
2024-03-22 06:40:00+00:00,2024-03-22 06:50:00+00:00,2,20.0
2024-03-22 07:10:00+00:00,2024-03-22 07:20:00+00:00,2,20.0
2024-03-22 07:40:00+00:00,2024-03-22 07:40:00+00:00,1,10.0
2024-03-22 08:00:00+00:00,2024-03-22 08:00:00+00:00,1,10.0
2024-03-22 14:00:00+00:00,2024-03-22 14:10:00+00:00,2,20.0
2024-03-22 15:10:00+00:00,2024-03-22 15:10:00+00:00,1,10.0
2024-03-22 16:20:00+00:00,2024-03-22 16:20:00+00:00,1,10.0
2024-03-22 16:40:00+00:00,2024-03-23 07:20:00+00:00,89,890.0
2024-03-23 07:40:00+00:00,2024-03-23 07:40:00+00:00,1,10.0
2024-03-23 08:00:00+00:00,2024-03-23 08:00:00+00:00,1,10.0
2024-03-23 08:50:00+00:00,2024-03-23 08:50:00+00:00,1,10.0
2024-03-23 13:10:00+00:00,2024-03-23 13:10:00+00:00,1,10.0
2024-03-23 14:20:00+00:00,2024-03-23 14:20:00+00:00,1,10.0
2024-03-23 15:20:00+00:00,2024-03-23 15:30:00+00:00,2,20.0
2024-03-23 16:10:00+00:00,2024-03-23 16:10:00+00:00,1,10.0
2024-03-23 16:30:00+00:00,2024-03-23 16:40:00+00:00,2,20.0
2024-03-23 17:00:00+00:00,2024-03-24 06:50:00+00:00,84,840.0
2024-03-24 07:10:00+00:00,2024-03-24 07:20:00+00:00,2,20.0
2024-03-24 07:40:00+00:00,2024-03-24 07:40:00+00:00,1,10.0
2024-03-24 08:00:00+00:00,2024-03-24 08:10:00+00:00,2,20.0
2024-03-24 09:20:00+00:00,2024-03-24 09:20:00+00:00,1,10.0
2024-03-24 09:40:00+00:00,2024-03-24 09:40:00+00:00,1,10.0
2024-03-24 10:10:00+00:00,2024-03-24 10:10:00+00:00,1,10.0
2024-03-24 14:10:00+00:00,2024-03-24 14:10:00+00:00,1,10.0
2024-03-24 14:50:00+00:00,2024-03-24 14:50:00+00:00,1,10.0
2024-03-24 16:20:00+00:00,2024-03-24 16:20:00+00:00,1,10.0
2024-03-24 16:50:00+00:00,2024-03-24 17:10:00+00:00,3,30.0
2024-03-24 17:30:00+00:00,2024-03-25 05:50:00+00:00,75,750.0
2024-03-25 13:20:00+00:00,2024-03-25 13:20:00+00:00,1,10.0
2024-03-25 13:40:00+00:00,2024-03-25 13:40:00+00:00,1,10.0
2024-03-25 14:00:00+00:00,2024-03-25 14:00:00+00:00,1,10.0
2024-03-25 14:20:00+00:00,2024-03-25 14:20:00+00:00,1,10.0
2024-03-25 14:40:00+00:00,2024-03-25 14:50:00+00:00,2,20.0
2024-03-25 15:10:00+00:00,2024-03-25 15:10:00+00:00,1,10.0
2024-03-25 15:30:00+00:00,2024-03-25 15:30:00+00:00,1,10.0
2024-03-25 15:50:00+00:00,2024-03-25 16:00:00+00:00,2,20.0
2024-03-25 16:20:00+00:00,2024-03-26 06:00:00+00:00,83,830.0
2024-03-26 06:40:00+00:00,2024-03-26 06:40:00+00:00,1,10.0
2024-03-26 07:00:00+00:00,2024-03-26 07:00:00+00:00,1,10.0
2024-03-26 15:10:00+00:00,2024-03-26 15:10:00+00:00,1,10.0
2024-03-26 15:30:00+00:00,2024-03-26 15:30:00+00:00,1,10.0
2024-03-26 15:50:00+00:00,2024-03-26 15:50:00+00:00,1,10.0
2024-03-26 16:10:00+00:00,2024-03-26 16:10:00+00:00,1,10.0
2024-03-26 16:30:00+00:00,2024-03-26 16:40:00+00:00,2,20.0
2024-03-26 17:00:00+00:00,2024-03-27 06:00:00+00:00,79,790.0
2024-03-27 06:20:00+00:00,2024-03-27 06:20:00+00:00,1,10.0
2024-03-27 06:50:00+00:00,2024-03-27 06:50:00+00:00,1,10.0
2024-03-27 14:40:00+00:00,2024-03-27 14:40:00+00:00,1,10.0
2024-03-27 15:10:00+00:00,2024-03-27 15:30:00+00:00,3,30.0
2024-03-27 15:50:00+00:00,2024-03-28 05:40:00+00:00,84,840.0
2024-03-28 06:20:00+00:00,2024-03-28 06:30:00+00:00,2,20.0
2024-03-28 07:00:00+00:00,2024-03-28 07:00:00+00:00,1,10.0
2024-03-28 07:20:00+00:00,2024-03-28 07:30:00+00:00,2,20.0
2024-03-28 07:50:00+00:00,2024-03-28 08:00:00+00:00,2,20.0
2024-03-28 08:20:00+00:00,2024-03-28 08:30:00+00:00,2,20.0
2024-03-28 08:50:00+00:00,2024-03-28 09:00:00+00:00,2,20.0
2024-03-28 09:20:00+00:00,2024-03-28 09:40:00+00:00,3,30.0
2024-03-28 15:40:00+00:00,2024-03-28 15:40:00+00:00,1,10.0
2024-03-28 16:00:00+00:00,2024-03-28 16:30:00+00:00,4,40.0
2024-03-28 16:50:00+00:00,2024-03-29 07:30:00+00:00,89,890.0
2024-03-29 07:50:00+00:00,2024-03-29 08:10:00+00:00,3,30.0
2024-03-29 08:30:00+00:00,2024-03-29 08:30:00+00:00,1,10.0
2024-03-29 08:50:00+00:00,2024-03-29 09:00:00+00:00,2,20.0
2024-03-29 09:40:00+00:00,2024-03-29 09:40:00+00:00,1,10.0
2024-03-29 10:30:00+00:00,2024-03-29 10:30:00+00:00,1,10.0
2024-03-29 11:20:00+00:00,2024-03-29 11:20:00+00:00,1,10.0
2024-03-29 11:40:00+00:00,2024-03-29 11:50:00+00:00,2,20.0
2024-03-29 12:30:00+00:00,2024-03-29 12:30:00+00:00,1,10.0
2024-03-29 12:50:00+00:00,2024-03-29 12:50:00+00:00,1,10.0
2024-03-29 13:10:00+00:00,2024-03-29 13:10:00+00:00,1,10.0
2024-03-29 13:50:00+00:00,2024-03-29 13:50:00+00:00,1,10.0
2024-03-29 14:40:00+00:00,2024-03-29 14:40:00+00:00,1,10.0
2024-03-29 15:00:00+00:00,2024-03-29 15:10:00+00:00,2,20.0
2024-03-29 15:30:00+00:00,2024-03-29 16:30:00+00:00,7,70.0
2024-03-29 16:50:00+00:00,2024-03-30 05:50:00+00:00,79,790.0
2024-03-30 06:20:00+00:00,2024-03-30 06:20:00+00:00,1,10.0
2024-03-30 06:50:00+00:00,2024-03-30 06:50:00+00:00,1,10.0
2024-03-30 07:20:00+00:00,2024-03-30 07:20:00+00:00,1,10.0
2024-03-30 07:40:00+00:00,2024-03-30 07:40:00+00:00,1,10.0
